;250050;Sélection;Picpoul de pinet AOC Carte noire AOC ;?;Languedoc Roussillon;2014;6 Blles;75 cl;5.259
;130608;Sélection;Bardolino Donna Lorenza AOC ;Rouge;Italie;2010;12 Blles;75 cl;5.136
;130517;Sélection;Chianti Donna Lorenza;Rouge;Italie;2011;6 Blles;75 cl;6.008
;A Créer;Sélection;Gallo Family Vineyards Zinfandel;Rosé;USA;;6 Blles;75 cl;4.984
;A Créer;Sélection;Gallo Family Vineyards Chardonnay;Blanc;USA;;6 Blles;75 cl;4.984
;A Créer;Sélection;Anderra;Rouge;Chili;;6 Blles;75 cl;5.978
;A Créer;Sélection;Rioja Torres Ibericos;Rouge;Espagne;;6 Blles;75 cl;7.014
;140263;Sélection;St Charles du Roy Brut;Pétillant;Loire;;12 Blles;75 cl;6.413
;290769;Sélection;Grandin Brut;Pétillant;Loire;;6 Blles;75 cl;7.747
;150573;Sélection;Prosecco Astoria Extra dry;Pétillant;Italie;;6 Blles;75 cl;9.106
;260457;Sélection;Le Brun de Neuville Sélection Brut;Champagne;Champagne;;6 Blles;75 cl;15.540
;150424;Sélection;Le Brun de Neuville Blanc de Blanc cuvée collection;Champagne;Champagne;;6 Blles;75 cl;20.890
;130453;Sélection;Le Brun de Neuville cuvée rosé;Champagne;Champagne;;6 Blles;75 cl;21.301
;13748;Sélection;Mercier Brut;Champagne;Champagne;;6 Blles;75 cl;22.689
;140346;Sélection;Mercier Brut Magnum;Champagne;Champagne;;3 Blles;150 cl;46.567
;260035;Sélection;Dom Perignon;Champagne;Champagne;;1 Blle;75 cl;131.755
;22539;Sélection;Dom Perignon Magnum;Champagne;Champagne;;1 Blle;150 cl;341.695
;22596;Sélection;Dom Perignon Rosé;Champagne;Champagne;;1 Blle;75 cl;272.999
;260573;Sélection;Dom Perignon Rosé;Champagne;Champagne;;1 Blle;150cl;702.916
;22508;Sélection;Krug Grande Cuvée;Champagne;Champagne;;1 Blle;75 cl;155.566
;260009;Sélection;Moët & Chandon brut;Champagne;Champagne;;6 Blles;75 cl;32.816
;22989;Sélection;Moët & Chandon brut Millésimé;Champagne;Champagne;;6 Blles;75 cl;48.311
;22990;Sélection;Moët & Chandon Millésimé;Champagne;Champagne;;3 Blles;150 cl;102.720
;147157;Sélection;Moët & Chandon Magnum;Champagne;Champagne;;3 Blles;150 cl;70.864
;22538;Sélection;Moët & Chandon Jeroboam;Champagne;Champagne;;1 Blle;300 cl;233.033
;22984;Sélection;Moët & Chandon Mathusalem;Champagne;Champagne;;1 Blle;600 cl;436.516
;22985;Sélection;Moët & Chandon Salmanazar;Champagne;Champagne;;1 Blle;900 cl;691.112
;33245;Sélection;Moët & Chandon Balthazar;Champagne;Champagne;;1 Blle;1200 cl;1161.964
;22986;Sélection;Moët & Chandon  Nabuchodonosor;Champagne;Champagne;;1 Blle;1500 cl;1454.554
;13742;Sélection;Moët & Chandon Rosé;Champagne;Champagne;;6 Blles;75 cl;29.286
;22991;Sélection;Moët & Chandon Millésimé Rosé;Champagne;Champagne;;6 Blles;75 cl;50.486
;22992;Sélection;Moët & Chandon Millésimé Rosé;Champagne;Champagne;;3 Blles;150 cl;103.893
;22987;Sélection;Moët & Chandon Rosé;Champagne;Champagne;;3 Blles;150 cl;94.103
;22988;Sélection;Moët & Chandon Rosé;Champagne;Champagne;;1 Blle;300 cl;305.510
;250139;Sélection;Veuve Cliquot Brut;Champagne;Champagne;;6 Blles;75 cl;40.481
;130734;Sélection;Veuve Cliquot rosé;Champagne;Champagne;;6 Blles;75 cl;44.629
;22654;Sélection;Veuve Cliquot Brut Magnum;Champagne;Champagne;;3 Blles;150 cl;81.533
;22993;Sélection;Veuve Cliquot Brut Jeroboam;Champagne;Champagne;;1 Blle;300 cl;276.990
;130766;Sélection;Veuve Cliquot Brut ;Champagne;Champagne;;1 Blle;600cl;498.881
;22902;Sélection;Veuve Cliquot Grande Dame Brut;Champagne;Champagne;;1 Blle;75 cl;166.823
;33183;Sélection;Ruinart Blanc de Blanc;Champagne;Champagne;;6 Blles;75 cl;53.520
;130426;Sélection;Ruinart Blanc de Blanc;Champagne;Champagne;;1 Blle;150 cl;119.595
;130732;Sélection;Ruinart Blanc de Blanc;Champagne;Champagne;;1 Blle;300cl;455.980
;130424;Sélection;Ruinart Brut;Champagne;Champagne;;6 Blles;75 cl;34.932
;130425;Sélection;Ruinart Brut;Champagne;Champagne;;3 Blles;150 cl;79.055
;130805;Sélection;Ruinart Brut;Champagne;Champagne;;1 Blle;300cl;332.232
;260202;Sélection;Ruinart Rosé;Champagne;Champagne;;6 Blles;75 cl;49.380
;130427;Sélection;Ruinart Rosé;Champagne;Champagne;;1 Blle;150 cl;111.310
;160730;Sélection;Dom Ruinart  blanc de blancs;Champagne;Champagne;;1 Blle;75 cl;124.200
;13745;Sélection;Piper Heidsieck brut;Champagne;Champagne;;6 Blles;75 cl;27.716
;130631;Sélection;Piper Heidsieck brut;Champagne;Champagne;;3 Blles;150cl;54.480
;130632;Sélection;Piper Heidsieck brut;Champagne;Champagne;;1 Blle;300cl;141.613
;22632;Sélection;Piper Heidsieck brut;Champagne;Champagne;;1 Blle;600cl;342.298
;22633;Sélection;Piper Heidsieck brut;Champagne;Champagne;;1 Blle;900cl;550.240
;130633;Sélection;Piper Heidsieck rosé;Champagne;Champagne;;6 Blles;75 cl;35.859
;130634;Sélection;Piper Heidsieck millésimé;Champagne;Champagne;;6 Blles;75 cl;37.664
;130635;Sélection;Piper Heidsieck rare;Champagne;Champagne;;1 Blle;75 cl;141.033
;121053;Sélection;Taittinger Brut Réserve;Champagne;Champagne;;6 Blles;75cl;26.498
;130521;Sélection;Taittinger Brut Réserve;Champagne;Champagne;;3 Blles;150 cl;61.054
;130562;Sélection;Taittinger Brut Réserve;Champagne;Champagne;;1 Blle;300cl;171.711
;130563;Sélection;Taittinger Brut Réserve;Champagne;Champagne;;1 Blle;600cl;343.419
;130520;Sélection;Taittinger Brut Réserve;Champagne;Champagne;;1 Blle;1200 cl;1155.807
;130522;Sélection;Taittinger Rosé;Champagne;Champagne;;6 Blles;75 cl;39.250
;130616;Sélection;Taittinger Rosé;Champagne;Champagne;;3 Blles;150cl;80.167
;130617;Sélection;Taittinger Rosé;Champagne;Champagne;;1 Blle;300cl;278.545
;130561;Sélection;Taittinger Nocturne rosé;Champagne;Champagne;;6 Blles;75 cl;41.975
;130559;Sélection;Taittinger Nocturne;Champagne;Champagne;;1 Blle;150 cl;69.911
;130560;Sélection;Taittinger Nocturne;Champagne;Champagne;;1 Blle;300cl;205.779
;130564;Sélection;Comtes de Champagne;Champagne;Champagne;;1 Blle;75cl;94.347
;130565;Sélection;Comtes de Champagne;Champagne;Champagne;;1 Blle;150cl;188.693
;130567;Sélection;Comtes de Champagne rosé;Champagne;Champagne;;1 Blle;75cl;128.791
;130568;Sélection;Comtes de Champagne rosé;Champagne;Champagne;;1 Blle;150cl;269.099
;22901;Sélection;Besserat de bellefon Blanc de Blanc Cuvée des Moines;Champagne;Champagne;;3 Blles;75 cl;31.489
;121105;Sélection;Besserat de bellefon Blanc de Blanc Cuvée des Moines  Millésimé;Champagne;Champagne;;1 Blle;75 cl;35.080
;260277;Sélection;Besserat de bellefon  Blanc de Blanc Cuvée des Moines  Magnum;Champagne;Champagne;;3 Blles;150 cl;65.971
;16083;Sélection;"Nicolas Feuillatte Brut ""Réserve Particulière"" Blanc";Champagne;Champagne;;6 Blles;75 cl;23.245
;20798;Sélection;"Nicolas Feuillatte Brut ""Réserve Particulière"" Rosé";Champagne;Champagne;;6 Blles;75 cl;31.565
;20469;Sélection;Nicolas Feuillatte Brut Millésimé Blanc;Champagne;Champagne;;6 Blles;75 cl;31.566
;20022;Sélection;Nicolas Feuillatte Cuvée Palme d'or Blanc;Champagne;Champagne;;1 Blle;75 cl;68.416
;147270;Sélection;Champagne Laurent Perrier Brut;Champagne;Champagne;;6 Blles;75cl;25.993
;20438;Sélection;Nicolas Feuillatte Rosé;Champagne;Champagne;;24 Blles;20 cl;9.583
;140717;Sélection;Bollinger brut;Champagne;Champagne;;6 Blles;75 cl;39.421
;160386;Sélection;"Bollinger  ""RD"" 2002  extra brut";Champagne;Champagne;;1 Blle;75 cl;184.334
;250052;Sélection;Leblond Lenoir brut;Champagne;Champagne;;6 Blles;75 cl;15.540
;13742;Sélection;Mumm Cordon Rouge brut;Champagne;Champagne;;6 Blles;75 cl;32.599
;21071;Sélection;Laurent Perrier Rosé;Champagne;Champagne;;6 Blles;150cl;116.721
;21072;Sélection;Laurent Perrier Rosé;Champagne;Champagne;;6 Blles;75 cl;53.915
;140403;Sélection;Laurent Perrier Brut;Champagne;Champagne;;6 Blles;75 cl;26.910
;21070;Sélection;Laurent Perrier Brut;Champagne;Champagne;;6 Blles;150cl;59.958
