;160756;Sélection Grands Crus;Chateau L'Evangile Pomerol  ;Rouge;Bordeaux;2001;1 Blle;75cl;166.842
;160757;Sélection Grands Crus;Château Lynch Bages Pauillac;Rouge;Bordeaux;2005;1 Blle;75cl;193.545
;160505;Sélection Grands Crus;Chateau Lagrange    St Julien;Rouge;Bordeaux;2011;1 Blle;75cl;40.659
;160758;Sélection Grands Crus;Château Grand Puy Lacoste Pauillac ;Rouge;Bordeaux;2005;1 Blle;75cl;129.168
;A Créer;Sélection;Vigne Antique   IGP OC Merlot;Rouge;Languedoc Roussillon;;6 Blles;75 cl;2.624
;A Créer;Sélection;Vigne Antique  IGP OC Cinsault;Rosé;Languedoc Roussillon;;6 Blles;75 cl;2.624
;A Créer;Sélection;Vigne Antique    IGP OC Chardonnay;Blanc;Languedoc Roussillon;;6 Blles;75 cl;3.008
;A Créer;Sélection;Secret de Lunes Pinot Noir  IGP OC BIO;Rouge;Languedoc Roussillon;;6 Blles;75 cl;4.522
;A Créer;Sélection;Secret de Lunes Chardonnay  IGP OC BIO;Blanc;Languedoc Roussillon;;6 Blles;75 cl;4.522
;A Créer;Sélection;Cotes Roussillon Homage (Cazes Advini);Rouge;Languedoc Roussillon;;6 Blles;75 cl;7.420
